PdfType: error
Format: lhagrid1
---
1.000000e-06 1.500000e-06 2.000000e-06 3.000000e-06 4.000000e-06 5.000000e-06 6.000000e-06 7.000000e-06 8.000000e-06 9.000000e-06 1.000000e-05 1.500000e-05 2.000000e-05 3.000000e-05 4.000000e-05 5.000000e-05 6.000000e-05 7.000000e-05 8.000000e-05 9.000000e-05 1.000000e-04 1.500000e-04 2.000000e-04 3.000000e-04 4.000000e-04 5.000000e-04 6.000000e-04 7.000000e-04 8.000000e-04 9.000000e-04 1.000000e-03 1.500000e-03 2.000000e-03 3.000000e-03 4.000000e-03 5.000000e-03 6.000000e-03 7.000000e-03 8.000000e-03 9.000000e-03 1.000000e-02 1.200000e-02 1.400000e-02 1.700000e-02 2.000000e-02 2.500000e-02 3.000000e-02 3.500000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.125000e-01 1.250000e-01 1.375000e-01 1.500000e-01 1.625000e-01 1.750000e-01 1.875000e-01 2.000000e-01 2.125000e-01 2.250000e-01 2.375000e-01 2.500000e-01 2.625000e-01 2.750000e-01 2.825000e-01 3.000000e-01 3.125000e-01 3.250000e-01 3.375000e-01 3.500000e-01 3.625000e-01 3.750000e-01 3.825000e-01 4.000000e-01 4.125000e-01 4.250000e-01 4.375000e-01 4.500000e-01 4.625000e-01 4.750000e-01 4.825000e-01 5.000000e-01 5.125000e-01 5.250000e-01 5.375000e-01 5.500000e-01 5.625000e-01 5.750000e-01 5.825000e-01 6.000000e-01 6.125000e-01 6.250000e-01 6.375000e-01 6.500000e-01 6.625000e-01 6.750000e-01 6.825000e-01 7.000000e-01 7.125000e-01 7.250000e-01 7.375000e-01 7.500000e-01 7.625000e-01 7.750000e-01 7.825000e-01 8.000000e-01 8.125000e-01 8.250000e-01 8.375000e-01 8.500000e-01 8.625000e-01 8.750000e-01 8.825000e-01 9.000000e-01 9.125000e-01 9.250000e-01 9.375000e-01 9.500000e-01 9.625000e-01 9.750000e-01 9.825000e-01 1.000000e+00
1.000000e+00 1.118034e+00 1.224745e+00 1.400000e+00
   -5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000E+00 0.00000000E+00 0.81311647E+00 0.81018499E+00 0.85060313E+00 0.87335868E+00 0.83459548E+00 0.81314801E+00 0.00000000E+00 0.00000000E+00 0.69909010E+01 
0.00000000E+00 0.00000000E+00 0.85023980E+00 0.84724924E+00 0.88856137E+00 0.91122881E+00 0.87171046E+00 0.85027171E+00 0.00000000E+00 0.00000000E+00 0.11226642E+02 
0.00000000E+00 0.00000000E+00 0.89322007E+00 0.89018410E+00 0.93218863E+00 0.95478546E+00 0.91468386E+00 0.89325228E+00 0.00000000E+00 0.00000000E+00 0.15458599E+02 
0.00000000E+00 0.00000000E+00 0.97851161E+00 0.97541306E+00 0.10183788E+01 0.10408742E+01 0.99996533E+00 0.97854421E+00 0.00000000E+00 0.00000000E+00 0.22941523E+02 
0.00000000E+00 0.00000000E+00 0.77269147E+00 0.76929469E+00 0.81616832E+00 0.83858220E+00 0.79417092E+00 0.77272598E+00 0.00000000E+00 0.00000000E+00 0.64354707E+01 
0.00000000E+00 0.00000000E+00 0.80635665E+00 0.80289494E+00 0.85078793E+00 0.87307866E+00 0.82781982E+00 0.80639156E+00 0.00000000E+00 0.00000000E+00 0.10303510E+02 
0.00000000E+00 0.00000000E+00 0.84538359E+00 0.84187206E+00 0.89055384E+00 0.91274659E+00 0.86683386E+00 0.84541881E+00 0.00000000E+00 0.00000000E+00 0.14153535E+02 
0.00000000E+00 0.00000000E+00 0.92277255E+00 0.91919252E+00 0.96896824E+00 0.99102134E+00 0.94420456E+00 0.92280820E+00 0.00000000E+00 0.00000000E+00 0.20930742E+02 
0.00000000E+00 0.00000000E+00 0.74510824E+00 0.74134933E+00 0.79338852E+00 0.81541927E+00 0.76654832E+00 0.74514501E+00 0.00000000E+00 0.00000000E+00 0.60550662E+01 
0.00000000E+00 0.00000000E+00 0.77643240E+00 0.77260462E+00 0.82575906E+00 0.84763733E+00 0.79785043E+00 0.77646961E+00 0.00000000E+00 0.00000000E+00 0.96803286E+01 
0.00000000E+00 0.00000000E+00 0.81281042E+00 0.80892986E+00 0.86294667E+00 0.88470413E+00 0.83421119E+00 0.81284795E+00 0.00000000E+00 0.00000000E+00 0.13278867E+02 
0.00000000E+00 0.00000000E+00 0.88494200E+00 0.88098899E+00 0.93620087E+00 0.95778684E+00 0.90631862E+00 0.88497999E+00 0.00000000E+00 0.00000000E+00 0.19592797E+02 
0.00000000E+00 0.00000000E+00 0.70769182E+00 0.70337143E+00 0.76361419E+00 0.78488074E+00 0.72901191E+00 0.70773204E+00 0.00000000E+00 0.00000000E+00 0.55374251E+01 
0.00000000E+00 0.00000000E+00 0.73587053E+00 0.73147612E+00 0.79298024E+00 0.81404554E+00 0.75716021E+00 0.73591122E+00 0.00000000E+00 0.00000000E+00 0.88447999E+01 
0.00000000E+00 0.00000000E+00 0.76872565E+00 0.76427465E+00 0.82675301E+00 0.84765960E+00 0.78999181E+00 0.76876669E+00 0.00000000E+00 0.00000000E+00 0.12114731E+02 
0.00000000E+00 0.00000000E+00 0.83391413E+00 0.82938567E+00 0.89321252E+00 0.91389485E+00 0.85514775E+00 0.83395565E+00 0.00000000E+00 0.00000000E+00 0.17824881E+02 
0.00000000E+00 0.00000000E+00 0.68212624E+00 0.67737045E+00 0.74415069E+00 0.76468710E+00 0.70331181E+00 0.68216910E+00 0.00000000E+00 0.00000000E+00 0.51829935E+01 
